/home/khanh/Projects/KhoaLuan/data/source/train
sentence_000555.wav	96768
sentence_000373.wav	162432
sentence_001242.wav	144000
sentence_000017.wav	82560
sentence_000888.wav	42240
sentence_001346.wav	32256
sentence_000566.wav	66048
sentence_000412.wav	175104
sentence_000378.wav	63744
sentence_000928.wav	45696
sentence_000499.wav	100992
sentence_000974.wav	89856
sentence_001453.wav	57216
sentence_001462.wav	75264
sentence_001093.wav	80256
sentence_000859.wav	107136
sentence_000139.wav	62208
sentence_001243.wav	74496
sentence_001131.wav	105984
sentence_000123.wav	104448
sentence_001467.wav	51072
sentence_001129.wav	34560
sentence_000836.wav	96768
sentence_000290.wav	35328
sentence_000343.wav	59136
sentence_001503.wav	146304
sentence_001449.wav	155136
sentence_000575.wav	45312
sentence_001531.wav	35712
sentence_000652.wav	119424
sentence_000227.wav	85632
sentence_001100.wav	63744
sentence_000622.wav	84864
sentence_001539.wav	137856
sentence_000086.wav	77568
sentence_001116.wav	93312
sentence_001340.wav	68736
sentence_000707.wav	35712
sentence_001239.wav	38016
sentence_001387.wav	238464
sentence_001164.wav	72576
sentence_000013.wav	181632
sentence_000489.wav	210432
sentence_000287.wav	84864
sentence_000066.wav	59136
sentence_000258.wav	104448
sentence_001133.wav	94464
sentence_000980.wav	120192
sentence_000083.wav	55680
sentence_000669.wav	38016
sentence_001264.wav	49152
sentence_000970.wav	32640
sentence_001313.wav	36864
sentence_000679.wav	217344
sentence_001113.wav	236928
sentence_001464.wav	87936
sentence_001207.wav	43392
sentence_000332.wav	47616
sentence_001490.wav	98304
sentence_000295.wav	97152
sentence_000825.wav	78720
sentence_000093.wav	76800
sentence_000497.wav	43776
sentence_001213.wav	65280
sentence_000443.wav	37248
sentence_001356.wav	107136
sentence_000899.wav	57984
sentence_000800.wav	67200
sentence_001437.wav	127872
sentence_001257.wav	154752
sentence_000214.wav	112896
sentence_001279.wav	54144
sentence_000150.wav	179328
sentence_000529.wav	42240
sentence_000109.wav	119040
sentence_001167.wav	52992
sentence_000029.wav	86400
sentence_001043.wav	110976
sentence_000893.wav	76416
sentence_001271.wav	84096
sentence_001236.wav	59904
sentence_000668.wav	38400
