./fleurs_data/tgt
000000.wav	239040
000001.wav	163200
000002.wav	142080
000003.wav	136320
000004.wav	161280
000005.wav	168960
000006.wav	144960
000007.wav	172800
000008.wav	175680
000009.wav	135360
000010.wav	110400
000011.wav	150720
000012.wav	212160
000013.wav	266880
000014.wav	216000
000015.wav	201600
000016.wav	221760
000017.wav	280320
000018.wav	172800
000019.wav	149760
000020.wav	258240
000021.wav	188160
000022.wav	153600
000023.wav	160320
000024.wav	141120
000025.wav	117120
000026.wav	263040
000027.wav	208320
000028.wav	147840
000029.wav	192000
000030.wav	186240
000031.wav	131520
000032.wav	198720
000033.wav	295680
000034.wav	193920
000035.wav	141120
000036.wav	289920
000037.wav	479040
000038.wav	118080
000039.wav	152640
000040.wav	288000
000041.wav	95040
000042.wav	119040
000043.wav	234240
000044.wav	94080
000045.wav	161280
000046.wav	120000
000047.wav	265920
000048.wav	202560
000049.wav	147840
000050.wav	96960
000051.wav	164160
000052.wav	350400
000053.wav	173760
000054.wav	193920
000055.wav	168960
000056.wav	126720
000057.wav	285120
000058.wav	295680
000059.wav	120000
000060.wav	347520
000061.wav	308160
000062.wav	96000
000063.wav	185280
000064.wav	167040
000065.wav	78720
000066.wav	312960
000067.wav	180480
000068.wav	77760
000069.wav	248640
000070.wav	216960
000071.wav	192000
000072.wav	132480
000073.wav	176640
000074.wav	138240
000075.wav	195840
000076.wav	157440
000077.wav	141120
000078.wav	141120
000079.wav	262080
000080.wav	82560
000081.wav	182400
000082.wav	119040
000083.wav	189120
000084.wav	175680
000085.wav	97920
000086.wav	88320
000087.wav	69120
000088.wav	172800
000089.wav	197760
000090.wav	193920
000091.wav	123840
000092.wav	145920
000093.wav	149760
000094.wav	336000
000095.wav	157440
000096.wav	106560
000097.wav	176640
000098.wav	93120
000099.wav	393600
000100.wav	173760
000101.wav	162240
000102.wav	126720
000103.wav	166080
000104.wav	72000
000105.wav	129600
000106.wav	161280
000107.wav	156480
000108.wav	169920
000109.wav	95040
000110.wav	192000
000111.wav	237120
000112.wav	202560
000113.wav	283200
000114.wav	314880
000115.wav	184320
000116.wav	468480
000117.wav	176640
000118.wav	220800
000119.wav	258240
000120.wav	211200
000121.wav	196800
000122.wav	186240
000123.wav	261120
000124.wav	194880
000125.wav	103680
000126.wav	341760
000127.wav	203520
000128.wav	167040
000129.wav	169920
000130.wav	183360
000131.wav	217920
000132.wav	162240
